Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,MS2,Reference Ion,"Group Area: Control, Sample","Group Area: Dosed, Sample","Group CV [%]: Control, Sample","Group CV [%]: Dosed, Sample","Ratio: (Dosed, Sample) / (Control, Sample)","Log2 Fold Change: (Dosed, Sample) / (Control, Sample)","P-value: (Dosed, Sample) / (Control, Sample)","Adj. P-value: (Dosed, Sample) / (Control, Sample)",Peak Rating (Max.),Peak Rating: 5weeks_1_nonpolar_neg.raw (F1),Peak Rating: 5weeks_2_nonpolar_neg.raw (F2),Peak Rating: 5weeks_3_nonpolar_neg.raw (F3),Peak Rating: 5weeks_4_nonpolar_neg.raw (F4),Peak Rating: 8weeks_1_nonpolar_neg.raw (F9),Peak Rating: 8weeks_2_nonpolar_neg.raw (F10),Peak Rating: 8weeks_3_nonpolar_neg.raw (F11),Peak Rating: 8weeks_4_nonpolar_neg.raw (F12),Peak Rating: 12weeks_1__nonpolar_neg.raw (F17),Peak Rating: 12weeks_2_nonpolar_neg.raw (F18),Peak Rating: 12weeks_3_nonpolar_neg.raw (F19),Peak Rating: 12weeks_4_nonpolar_neg.raw (F20),Peak Rating: 5weeks_9_nonpolar_neg.raw (F5),Peak Rating: 5weeks_10_nonpolar_neg.raw (F6),Peak Rating: 5weeks_11_nonpolar_neg.raw (F7),Peak Rating: 5weeks_12_nonpolar_neg.raw (F8),Peak Rating: 8weeks_9_nonpolar_neg.raw (F13),Peak Rating: 8weeks_10_nonpolar_neg.raw (F14),Peak Rating: 8weeks_11_nonpolar_neg.raw (F15),Peak Rating: 8weeks_12_nonpolar_neg.raw (F16),Peak Rating: 12weeks_9_nonpolar_neg.raw (F21),Peak Rating: 12weeks_10_nonpolar_neg.raw (F22),Peak Rating: 12weeks_11_nonpolar_neg.raw (F23),Peak Rating: 12weeks_12_nonpolar_neg.raw (F24),Peak Rating: Blk8_nonpolar_neg.raw (F25),Peak Rating: Blk9_nonpolar_neg.raw (F26),Peak Rating: Blk10_nonpolar_neg.raw (F27),Peak Rating: Blk11_nonpolar_neg.raw (F28),Peak Rating: Blk12_nonpolar_neg.raw (F29),Peak Rating: Blk13_nonpolar_neg.raw (F30),Peak Rating: Blk14_nonpolar_neg.raw (F31)
,FALSE,,C32 H32 Br Cl3 N2,Full match,No results,No results,No results,-0.47,628.08115,627.07387,1.916,16636453.98,0,0,,,,No MS2,[M-H]-1,9451690.362,9165919.359,40.9536855,45.87214195,0.97,-0.04,0.856572407,0.97779982,6.6,6.2,5.8,6.2,4.7,5.5,4.7,3.9,5.1,6,,5.1,5.8,6.2,6.6,6.2,5.5,4.7,3,4.3,5.2,5.8,6,5.8,5.2,,,,,,,
,FALSE,,C36 H62 O3,Full match,No results,No results,No results,-0.71,542.46951,541.46223,12.619,16634609.09,0,0,,,,No MS2,[M-H]-1,11814277.64,7219088.723,37.38037544,43.19922114,0.611,-0.71,0.08270198,0.534589924,6,5.6,4.1,5.2,5,5.2,6,5,5.7,6,4.4,6,6,4.1,3.3,4.8,3.9,5.1,4.1,3.7,5.1,4.7,5.5,3.9,5.5,,,,,,,
,FALSE,,C3 H6 N2 O2 P2,Full match,No results,No results,No match,-4.68,163.98968,162.98241,9.287,16630636.39,1,0,,,,No MS2,[M-H]-1,3927486.086,3247384.053,71.87469391,47.75825848,0.827,-0.27,0.043879812,0.435156225,6.2,2.2,3.3,5.5,3.3,3.7,6.2,4.1,3.7,4.1,2.6,4.8,3.3,6,1.6,4.2,5.6,3,6,3.3,3.5,3.3,2.6,3.3,3,1.1,,,,,,
,FALSE,,C7 H10 N10 O,Full match,No results,No results,No match,6.24,250.10547,249.09819,8.697,16629384.88,1,0,,,,No MS2,[M-H]-1,817435.5101,2047645.666,139.5855592,129.3846121,2.505,1.32,0.367536856,0.827279649,5,2.2,,,,,,4.2,0.2,,1.3,,,4.9,,,3.9,,,,,1.3,,,,,,5,,,,2.5
,FALSE,,C13 H30 N4 O8 P2,Full match,No results,No results,No match,9.03,432.15779,431.15047,1.198,16619176.38,2,0,,,,No MS2,[M-H]-1,4409531.788,5353374.275,73.43219051,70.28655615,1.214,0.28,0.225234306,0.727780216,6.2,,5.8,2.7,2.6,5.5,4.7,4.3,,2.6,3.3,5.8,4.5,3.7,4.8,3,4.8,5.8,6.2,4.3,5.1,3.9,4.5,3.7,1.8,,,,,,,
,FALSE,,C26 H50 O S4,Full match,No results,No results,No results,-3.17,506.27284,505.26557,1.339,16607678.16,0,0,,,,No MS2,[M-H]-1,4456625.362,5514904.614,89.16480748,51.91946304,1.237,0.31,0.447869779,0.858049947,6,,5.6,2.7,1.4,5.5,3.9,5.2,3.1,5.2,3.9,5,6,3,4.8,2.7,5.2,5.8,3.9,3.6,4.8,5,6,4.8,3.2,,,,,,,
,FALSE,,C25 H40 N4 S2,Full match,No results,No results,No results,-4.64,460.2673,505.26548,1.323,16607678.16,0,0,,,,No MS2,[M+FA-H]-1,4456625.362,5514904.614,89.06065526,51.91946304,1.237,0.31,0.455541202,0.860071811,6,,5.6,2.7,1.4,5.5,3.9,5.2,3.1,5.2,3.9,5,6,3,3.7,2.7,5.2,5.8,3.9,3.6,4.8,5,6,4.8,3.2,,,,,,,
,FALSE,,C45 H94 Br N2 O3 P S2,Full match,No results,No results,No results,-0.49,884.56226,883.55498,13.669,16594134.75,0,0,,,,No MS2,[M-H]-1,7544860.162,4005037.755,56.62187811,46.45280007,0.531,-0.91,0.017067604,0.292194651,6.4,5.2,5.5,4.7,4.7,4.5,5.1,3.7,5.6,5.8,5.5,4.7,5.2,5.5,4.1,6.4,3.3,4.7,4.8,4.5,4.1,3.3,5.2,2.7,4.8,,,,,,,
,FALSE,Glutaric anhydride,C5 H6 O3,Full match,No results,Partial match,Full match,-0.09,114.03168,113.02441,9.753,16575403.73,17,0,,,,No MS2,[M-H]-1,3992199.482,2300334.683,90.73754017,97.23945766,0.576,-0.8,0.892638714,0.981652234,5.8,1.7,,5.8,1.3,,,0.8,5.2,2.8,1.7,2.2,,,4.1,0.9,,1.7,2.4,2.4,,4.6,2,5.8,,,,,,,,
,FALSE,,C14 H32 N6 O,Full match,No results,No results,No match,9.07,300.26648,299.25921,7.351,16572905.13,33,0,,,,No MS2,[M-H]-1,7480721.481,11585952.29,26.68599182,31.16294625,1.549,0.63,0.08793707,0.54693997,5.6,4.9,4.3,3.8,4.6,2.4,4.6,3.1,4.9,4.9,2.8,4.2,3.8,5.6,3.7,,3.8,5.2,3.7,4.4,3.7,4.1,,3.3,3.7,,,,,,,
,FALSE,,,No results,No results,No results,No results,,827.32158,826.3143,3.925,16548148.95,0,0,,,,No MS2,[M-H]-1,8113389.537,8851342.622,39.03529772,31.21360327,1.091,0.13,0.286870251,0.780260381,7.1,6.7,6.3,6.3,3.8,7.1,6.3,7.1,5.6,4.2,4.2,6.1,6.7,6,6.3,6,6,6,6.7,6.7,6.3,6.7,6.1,5.6,6.3,,,,,,,
,FALSE,Cinnamic acid,C9 H8 O2,Full match,No results,Full match,Full match,-0.19,148.0524,193.0506,1.131,16533146.3,41,0,,,,No MS2,[M+FA-H]-1,4035900.782,7153113.94,78.60881324,33.60604655,1.772,0.83,0.032089593,0.380956503,6.7,4.8,3.7,4.8,6.6,4.1,2.7,,4.6,2.2,4.5,4.8,5.1,6,6.7,6.3,6.3,4.4,,,5.4,5.7,4.1,5,5.4,,,,,,,
,FALSE,"4,5-dicyano-2-phenylimidazole",C11 H6 N4,Full match,No results,No match,Not the top hit,-7.11,194.05787,193.0506,1.144,16533146.3,90,0,,,,No MS2,[M-H]-1,4035900.782,7153113.94,78.60881324,33.13917211,1.772,0.83,0.030293296,0.375222452,6.7,4.5,5.2,4.8,6.6,4.1,4.2,,4.2,2.2,4.5,4.8,5.1,6,6.7,6.3,6.3,5.6,,,5.4,5.7,4.1,4.6,5.4,,,,,,,
,FALSE,"(4S)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine",C42 H85 N O6,Full match,No results,No results,Full match,-0.65,699.63724,698.62999,16.864,16510471.22,1,0,,,,No MS2,[M-H]-1,4999273.475,1577503.578,80.98875397,74.5549337,0.316,-1.66,0.031395859,0.380050781,6.6,5.2,6.6,6.6,,5.6,4.8,3.5,5.6,6,5.9,6.6,5.2,2.7,2.1,2.7,,,3.5,4.2,4.5,4.1,5.2,4.2,,,,,,,,
,FALSE,,C3 H Cl3 N2,Full match,No results,No results,No results,-6.81,169.91937,168.9121,9.492,16503492.11,0,0,,,,DDA for preferred ion,[M-H]-1,1100572.271,692240.7434,188.6858951,190.4919661,0.629,-0.67,0.879558196,0.979652148,5.2,3.9,3.1,,,,3,3.7,,2.2,,,3.1,,,,,1.7,,2.2,5.2,3.6,2,,,,3,,,,,
,FALSE,,C26 H53 N9 O S,Full match,No results,No results,No results,1.16,539.41,538.40272,9.188,16500621.16,0,0,,,,No MS2,[M-H]-1,6853522.911,2906440.547,54.55593353,100.3941601,0.424,-1.24,0.025291789,0.349215089,6.2,3.6,6,6.2,2.8,3.9,4.3,3.2,,3,2.2,2.2,,5.1,,,,2.2,4.8,5.1,3.2,,,,,,,,,,,
,FALSE,,C41 H81 N O10,Full match,No results,No results,No results,-0.79,747.58546,806.59926,13.59,16500467.99,0,0,,,,No MS2,[M-H+HAc]-1,6632831.443,4129306.943,48.95940108,40.24405504,0.623,-0.68,0.004454552,0.16087689,6.7,6.4,5.8,4.1,4.8,5.6,6.6,6,6.4,6,6.2,4.8,6.6,5.2,3.1,4.5,4.8,5.2,4.5,4.8,6.7,6.4,6,6,4.1,,,,,,,
,FALSE,,C42 H84 N9 P3,Full match,No results,No results,No results,0.41,807.60658,806.59931,13.577,16500467.99,0,0,,,,No MS2,[M-H]-1,6632831.443,4129306.943,48.95940108,40.24405504,0.623,-0.68,0.004454552,0.16087689,6.7,6.4,5.8,4.1,4.8,5.6,6.6,6,6.4,6,6.2,4.8,6.6,5.2,2.7,4.5,4.8,5.2,4.5,4.8,6.7,6.4,6,6,4.1,,,,,,,
,FALSE,,C20 H42 N10 O6,Full match,No results,No results,No match,-8.97,518.32423,517.3168,1.231,16476129.81,6,0,,,,No MS2,[M-H]-1,11008553.68,12469173.25,31.6694882,17.1335945,1.133,0.18,0.104903936,0.581818578,7.3,6,5.2,6,6.3,5.2,5.2,4.8,5,4.8,5.2,4.6,6.3,6.6,7.3,6.6,6.6,6.2,5.5,6.6,5.8,6.2,5.5,5.1,7,,,,,,,
,FALSE,Glaurin,C16 H32 O4,Full match,No results,No results,Full match,0.18,288.23011,287.22282,1.562,16461843.95,8,0,,,,No MS2,[M-H]-1,5360340.286,8033032.398,59.34352205,35.30530262,1.499,0.58,0.01180595,0.251306449,7.1,5.6,6.6,4.5,4.1,3.7,6.6,6,,5.6,6.6,3.9,2.6,7.1,6.7,5.4,5.7,7.1,7.1,3.7,7.1,5.6,6.1,7.1,7.1,,,,,,,
,FALSE,,C5 H6 Cl3 N2 P S2,Full match,No results,No results,No results,6.36,293.87943,292.87215,7.347,16448186.06,0,0,,,,No MS2,[M-H]-1,2228845.653,1797207.938,133.8328151,130.8848819,0.806,-0.31,0.829691943,0.973236175,5.4,,,1.8,,,4.1,1.2,2.4,,,,5.4,,,,1.6,4.1,,0.8,0.6,,,,2.8,,,,,,,
,FALSE,Glycol stearate,C20 H40 O3,Full match,No results,No results,Full match,0.06,328.29776,327.29049,8.775,16446356.41,18,0,,,,No MS2,[M-H]-1,3631730.872,3312904.603,106.1087644,77.84600583,0.912,-0.13,0.683870122,0.938318947,6.6,3.9,5.5,5.8,6.6,,,,,3.7,3.5,4.1,4.8,6.4,5.8,4.8,2.3,4.1,6.1,3.3,3.9,3,1,6.4,,,,,,,,
,FALSE,,C30 H60 N O4 P S2,Full match,No results,No results,No results,-2.22,593.36882,592.36154,3.165,16446152.76,0,0,,,,No MS2,[M-H]-1,3439433.425,3843266.638,81.27070369,85.03265668,1.117,0.16,0.315900011,0.798099124,6.2,4.5,2.7,2,3.7,4.5,4.5,2.2,5.2,2.7,5.5,,4.7,5.2,1.6,3.3,2.3,4.1,5.2,3.7,5.2,3.9,6.2,5.1,5.1,,,,,,,
,FALSE,"2,3-Di(methylthio)dodecanol",C14 H30 O S2,Full match,No results,No results,Full match,-2.56,278.1731,277.16579,31.079,16438107.62,1,0,,,,No MS2,[M-H]-1,8051718.185,4260740.171,47.26157414,68.27617105,0.529,-0.92,0.031006653,0.378587405,5,3.7,3.3,2,2.4,4.3,2.2,3.2,3.9,2.8,3.2,2.2,,2.6,3.3,5,2.2,2.8,,3.2,1.2,2.8,4.2,1.8,3.3,1.8,,,2.6,,2,
,FALSE,Suberic acid,C8 H14 O4,Full match,No results,No results,Full match,0.14,174.08923,173.0819,11.817,16437352.4,72,0,,,,No MS2,[M-H]-1,4965350.584,7603776.664,67.63635634,47.78964345,1.531,0.61,0.212519853,0.714269784,5,0.7,,,1.8,4.2,,,,,,1.3,3.6,0.9,3.9,1.7,2.4,2.8,2.4,2.4,,,2,3,1.1,,0.7,5,,,1.1,
,FALSE,,C5 H13 N6 O2 P,Full match,No results,No results,No match,5.28,220.08492,219.07765,10.049,16435637.06,2,0,,,,No MS2,[M-H]-1,1584846.959,2324294.247,129.8506463,109.9457083,1.467,0.55,0.446431226,0.857193291,3.3,2.4,1.7,,,,,0.5,,,,2,,,,2.4,,2.7,,,,,,,,2.7,3.3,1.4,2.5,,,
,FALSE,,,No results,No results,No results,No results,,611.10638,610.0991,4.119,16423410.4,0,0,,,,No MS2,[M-H]-1,5725403.973,6921449.787,39.81910507,50.13322678,1.209,0.27,0.10841595,0.589436306,6.7,4.7,5.4,6.5,5.2,5.7,6.7,6.1,6.1,5.7,6.3,6.1,6.3,5.6,5.8,6.2,6,5.1,5.2,5.8,4.8,5.6,5.2,5.8,5.5,,,,,,,
,FALSE,γ-Linolenic acid,C18 H30 O2,No match,Invalid mass,No results,No match,64733.94,296.23515,295.22789,3.07,16420976.34,21,6,81,9,,DDA for preferred ion,[M-H]-1,7321966.113,7989875.146,38.84669095,41.20702615,1.091,0.13,0.967905151,0.994367247,7.5,6.5,6.9,6.5,5.6,6.9,7.1,7.5,6.9,6,7.1,3.5,7.1,6.4,6.2,6.6,6.4,6.6,6.4,7,7,6.6,6.4,6.7,6.4,,,,,,,
,FALSE,ε-Caprolactone,C6 H10 O2,Full match,No results,No results,Full match,-0.39,114.06804,113.06081,31.461,16406763.21,106,0,,,,No MS2,[M-H]-1,3422502.571,4050650.531,78.7936495,85.19548728,1.184,0.24,0.659972595,0.931959981,5.4,,3.3,2.6,,3.9,,,,5.4,2.4,1.8,3.9,3.3,,2.2,,,1.7,,4.8,3.7,1.7,,1.7,,3.9,,,,5.4,
,FALSE,,C44 H85 N O9,Full match,No results,No results,No results,-0.59,771.62198,816.62015,15.1,16393346.16,0,0,,,,No MS2,[M+FA-H]-1,5100721.459,5118107.635,68.87082856,48.46260079,1.003,0,0.952245869,0.990637559,6,3,3.7,3.3,4.8,5.5,5.5,4.1,4.7,4.7,3.3,5.2,5.6,5.5,4.5,3,5.2,5.5,4.5,3.7,4.8,4.5,4.1,5.2,6,,,,,,,
,FALSE,,C49 H89 N O4 P2,Full match,No results,No results,No results,0.97,817.62747,816.6202,15.101,16393346.16,0,0,,,,No MS2,[M-H]-1,5100721.459,5118107.635,68.87082856,48.46260079,1.003,0,0.952245869,0.990637559,6,3,3.7,3.3,4.8,5.5,5.5,4.1,4.7,4.7,3.3,5.2,5.6,5.5,4.5,3,5.2,5.5,4.5,3.7,4.8,4.5,4.1,5.2,6,,,,,,,
,FALSE,,C12 H26 N6 O,Invalid mass,No results,No results,No match,10.03,270.21952,269.21224,4.991,16384723.51,21,0,,,,No MS2,[M-H]-1,10157077.84,8854013.519,29.50875848,27.56471636,0.872,-0.2,0.383917472,0.833601608,6.6,4.9,6.6,6.5,4.9,5.3,6.1,5.7,5.7,6.1,5.7,5.7,6.5,4.9,4.9,4.6,4.3,6.5,5.3,6.5,6.5,5.7,5.1,6.1,4.9,,,,,,,
,FALSE,,C12 H28 N6 O2,Full match,No results,No results,No match,9.55,288.23013,269.2123,4.999,16384723.51,8,0,,,,No MS2,[M-H-H2O]-1,10157077.84,8854013.519,29.50875848,27.56471636,0.872,-0.2,0.383917472,0.833601608,6.6,4.9,6.6,6.5,4.9,5.3,6.1,5.7,5.7,6.1,5.7,5.7,6.5,4.9,4.9,4.6,4.3,6.5,5.3,6.5,6.5,5.7,5.1,6.1,4.9,,,,,,,
,FALSE,,C28 H52 N5 O3 P,Full match,No results,No results,No match,-2.95,537.37919,536.37191,8.18,16376931.15,3,0,,,,No MS2,[M-H]-1,6088737.126,4004333.693,63.93190649,44.44883739,0.658,-0.6,0.095157889,0.561045402,6,5.8,5.1,5.2,4.8,5.2,4.7,4.1,5.5,2.7,5.8,3.1,4.8,6,4.2,2.6,4.1,5.2,2.3,2.7,4.8,4.1,4.1,4.5,4.8,,,,,,,
,FALSE,,C5 H Cl3 N2 O3,Full match,No results,No results,No results,-4.49,241.90419,240.89691,10.131,16374498.51,0,0,,,,No MS2,[M-H]-1,603102.5087,1014236.122,214.3490229,141.9442952,1.682,0.75,0.237944612,0.734388621,6.5,5.4,2.9,2.6,,,,4,,,,,3.6,2.2,3.3,6.3,2,,,4,,2,1.3,,6.5,3.3,1.7,,,,,
,FALSE,,C34 H46 S,Full match,No results,No results,No match,4.35,486.33414,485.32686,1.52,16324829.27,15,0,,,,No MS2,[M-H]-1,6820919.096,7163953.524,40.8646342,46.89733013,1.05,0.07,0.17603341,0.684879505,6,3.7,3.9,3,,5.1,4.7,3.7,5.6,4.8,4.1,2.6,4.8,4.5,5.6,4.8,4.7,3.2,4.3,5.5,5.8,5.6,4.1,6,4.3,,,,,,,
,FALSE,,C31 H42 N4 O,Full match,No results,No results,No match,-3.33,486.33424,485.32696,1.773,16324829.27,12,0,,,,No MS2,[M-H]-1,2053647.231,2834845.372,70.45709066,95.51624828,1.38,0.47,0.195087649,0.701781582,5.6,,3.9,,,4.1,4.5,2.3,2.3,0.8,3.7,4.4,4.8,,2.2,2.7,,,4.3,4.5,5.6,1.8,5.6,4.5,,,,,,,,
,FALSE,,,No results,No results,No results,No results,,789.3346,788.32732,5.315,16322713.93,0,0,,,,No MS2,[M-H]-1,5378323.438,6395817.624,41.19433514,51.37031793,1.189,0.25,0.28424015,0.777548003,6.2,4.1,4.1,3,2.2,5.1,5.1,5.1,4.8,1.8,3.3,2.6,5.1,3.3,3,6.2,3.3,3.2,5.2,5.8,5.5,3.7,1.8,4.3,3.3,,,,,,,
,FALSE,,C35 H69 Br N2 O4 S4,Full match,No results,No results,No results,-1.57,788.33112,787.32384,5.307,16322713.93,0,0,,,,No MS2,[M-H]-1,5378323.438,6395817.624,39.30319698,53.60110914,1.189,0.25,0.448679302,0.858049947,6.2,5,4.6,4.1,2.7,5.6,5.6,5.2,5.4,2.3,3.8,3.1,5.6,3.3,3,6.2,3.3,3.2,5.2,5.8,5.5,3.7,3.7,4.3,3.7,,,,,,,
,FALSE,,C30 H52 N10 O8,Full match,No results,No results,No results,1.39,680.3979,725.3961,2.641,16297386.93,0,0,,,,No MS2,[M+FA-H]-1,2410730.495,4264080.713,80.18762579,82.1198238,1.769,0.82,0.053791546,0.469015502,6.2,1.4,,,5,4.8,4.5,1.8,1.8,1.4,3.7,2,2.6,3,3.7,2.7,,3.3,3.7,1.8,5.6,6.2,5.2,6.2,6.2,,,,,,,
,FALSE,"4,6-Diamino-3-({3-amino-6-[1-(methylamino)ethyl]tetrahydro-2H-pyran-2-yl}oxy)-2-hydroxycyclohexyl 3-deoxy-4-C-methyl-3-(methylamino)pentopyranoside",C21 H43 N5 O7,No results,No results,No results,Full match,1.35,477.31689,476.30962,1.263,16292832.64,3,0,,,,No MS2,[M-H]-1,9063268.701,10568115.69,27.62743963,53.45516161,1.166,0.22,0.421529414,0.847923542,6.5,6.1,6.5,5.7,5.3,3.8,4.9,3.8,4.9,4.3,5.3,4.7,5.3,3,4.5,3.3,0.6,3,3.2,4.7,4.3,5.5,3.9,2.8,4.3,,,,,,,
,FALSE,,,No results,No results,No results,No results,,803.26911,802.26184,3.923,16287923.85,0,0,,,,No MS2,[M-H]-1,10405325.8,12228806.08,27.72715425,26.0158536,1.175,0.23,0.52522784,0.893234701,7.6,5.7,6.8,5.7,5.1,6.5,6.5,6.1,7.6,5.3,5.5,5.7,6.1,6.8,6.5,6.1,5.7,6.1,6.1,6.5,6.5,7.2,4.7,6.8,5.7,,,,,,,
,FALSE,,,No results,No results,No results,No results,,175.8364,174.82913,12.961,16263306.44,0,0,,,,No MS2,[M-H]-1,4134047.989,5398048.89,74.17326158,35.3534558,1.306,0.38,0.641233263,0.925819646,6.6,6.6,4.7,3.9,3.3,0.7,2.2,2.2,2.2,3.3,3.7,4.3,1.8,4.6,4.6,5,4.6,5,5.6,4.2,5,4.2,3.1,5,3.6,,,,,,,
,FALSE,,C16 H34 N6,Full match,No results,No results,No match,8.67,310.28719,309.27993,7.619,16258884.46,73,0,,,,No MS2,[M-H]-1,5439802.042,7017143.212,60.23754586,45.10513682,1.29,0.37,0.394304115,0.835095007,6.2,4.7,4.8,4.5,3.9,5.8,6.2,5.2,4.5,5.1,4.1,3.7,6.2,5.2,4.1,5.1,4.8,6.2,6.2,6.2,6.2,4.5,4.8,4.5,5.5,,,,,,,
,FALSE,"2,4-Dioxo-3,7-diphenyl-1,2,3,4-tetrahydropyrrolo[1,2-a][1,3,5]triazine-8-carbonitrile",C19 H12 N4 O2,Full match,No results,No match,Not the top hit,-5.02,328.09438,373.09252,1.117,16258810.11,42,0,,,,No MS2,[M+FA-H]-1,786028.0915,2062173.617,164.5409637,117.7811067,2.624,1.39,0.113936124,0.599122039,7,2,7,5.5,,,,,,,,,,5.6,6.7,5.6,6.2,,,6.2,6.6,,2,,,,,,,,,
,FALSE,,C30 H30 Cl2 N4 S3,Full match,No results,No results,No results,0.78,612.10144,611.09419,4.135,16253437.39,0,0,,,,No MS2,[M-H]-1,5974030.734,6923309.033,40.40677379,50.47898782,1.159,0.21,0.13391325,0.63438565,6.2,4.2,4.8,6,4.7,6,6.2,5.6,5.2,5.2,6.2,4.8,5.8,5.6,5.8,6.2,6,5.1,5.6,5.8,6,5.6,6,5.8,5.5,,,,,,,
,FALSE,,C20 H45 N3 O11,Full match,No results,No results,No match,-9.4,503.30068,562.31451,1.942,16238565.74,7,0,,,,No MS2,[M-H+HAc]-1,3682295.514,10606078.94,71.99650684,47.0173529,2.88,1.53,0.018284008,0.299078746,7,5,3.5,2.3,3.3,6.2,6.2,4.1,5.6,3.3,5.5,4.8,6.6,4.8,5.5,5.6,4.6,6.2,6.2,6.6,7,5.5,6.6,6.2,7,,,,,,,
,FALSE,,C27 H45 N7 O4 S,Full match,No results,No results,No results,-6.38,563.32178,562.3145,1.957,16238565.74,0,0,,,,No MS2,[M-H]-1,3682295.514,10606078.94,71.99650684,47.0173529,2.88,1.53,0.018284008,0.299078746,7,5,3.5,2.3,3.3,6.2,6.2,4.1,5.6,3.3,5.5,4.8,6.6,4.8,5.5,5.6,4.6,6.2,6.2,6.6,7,5.5,6.6,6.2,7,,,,,,,
,FALSE,bentazone [JMAF],C10 H12 N2 O3 S,Full match,No results,No results,Full match,0.34,240.05695,239.04967,1.091,16223391.23,4,0,,,,No MS2,[M-H]-1,2773741.903,9827339.836,83.43644212,54.72884019,3.543,1.82,0.141586767,0.64487955,6.6,5.4,3.5,3.5,6.6,6.6,5.5,4.7,6.2,4.8,4.5,5,6.4,6.6,5.8,5.8,5.5,6.2,6.2,6.6,,4.8,4.6,4.6,4.5,,,,,,,
,FALSE,,C22 H43 N4 O3 P,Full match,No results,No results,No match,1.58,442.30798,441.3007,1.881,16195622.84,19,0,,,,No MS2,[M-H]-1,1821676.558,2344552.917,40.6969912,114.7590533,1.287,0.36,0.044637218,0.438171217,6.6,,,,,5.2,5.2,5,3.9,,,,4.1,4.5,,2.7,3.1,4.5,,4.1,,6.6,,,6.2,,,,,,,
,FALSE,,C28 H21 Cl2 N10 O4 P,Full match,No results,No match,No match,0.94,662.08681,661.07953,5.45,16180963.21,2,0,,,,No MS2,[M-H]-1,5664745.572,6122883.029,60.17279283,55.15111698,1.081,0.11,0.44026612,0.853452134,5.6,1.4,4.8,3.3,1.7,3.3,5.2,2,,5.6,4.5,5.1,4.1,4.8,3.9,,3.2,4.5,3.7,4.5,4.5,2.2,2.8,3.6,3.7,,,,,,,
,FALSE,,C26 H24 Cl2 N8 O7 S,Full match,No results,No match,No match,0.51,662.08691,661.07963,5.649,16180963.21,2,0,,,,No MS2,[M-H]-1,6461996.635,6808783.391,48.87203178,39.92386404,1.054,0.08,0.399844533,0.837809837,6.6,4.1,6.6,5.2,1.7,1.4,4.8,2,3.2,4.8,4.8,4.1,5.8,6.1,5,4.8,4.1,6.1,5.7,6.5,6,5.4,,,5.7,,,,,,,
,FALSE,1-Dimethyl(pentafluorophenyl)silyloxyheptadecane,C25 H41 F5 O Si,No results,No results,No results,Full match,0.19,480.28477,539.29854,2.88,16180140.91,7,0,,,,No MS2,[M-H+HAc]-1,2272738.068,5618391.515,78.93380107,71.62501118,2.472,1.31,0.071718408,0.504974574,5.1,,3.5,,,,,2.2,,,5.1,,,,4.7,,4.6,,,,,4.8,2.4,,3.5,,,,,,,
,FALSE,,C22 H28 Cl2 N4 O8 P2,Full match,No results,No results,No results,0.31,608.07613,607.06886,4.854,16174903.29,0,0,,,,No MS2,[M-H]-1,7904346.555,9044023.691,26.91278342,29.93500975,1.144,0.19,0.238071305,0.734388621,6.6,4.6,5.3,4.2,,4.9,5.3,5.5,6.2,5.5,5.3,5.5,6.5,5.1,5.7,4.7,4.6,6.1,5.3,6.1,4.9,5.7,6.6,5.3,3.8,,,,,,,
,FALSE,N-(2H-Tetrazol-5-yl)benzamide,C8 H7 N5 O,Full match,No results,No match,Not the top hit,-6.88,189.06376,188.05648,1.107,16151474.34,15,0,,,,No MS2,[M-H]-1,5558353.886,4733303.102,74.58640393,73.28789455,0.852,-0.23,0.55064381,0.901518842,7,,7,6.7,3.7,6,6.2,5.5,,,7,6,6.6,4.8,6.4,4.8,5.8,6.6,6.2,5.8,4.8,5.2,4.5,6.4,5.2,,,,,,,
,FALSE,"2-{5H,6H,7H,8H,9H-[1,2,4]triazolo[4,3-a]azepin-3-yl}acetonitrile",C9 H12 N4,Full match,No results,No results,Not the top hit,-7.44,176.10489,175.09758,0.612,16148045.63,21,0,,,,No MS2,[M-H]-1,7004304.919,5821221.361,46.62976823,45.70331787,0.831,-0.27,0.833161593,0.973940096,5.1,2.6,2.6,,2.8,2.6,4.8,2.8,2.6,2.4,4.3,3,2.4,3.6,3,2.6,,1.7,2.4,2.2,3.3,3.2,2.4,3.7,1.8,4.3,2.8,5.1,5.1,3.2,4.3,
,FALSE,,C29 H51 O3 P3,Full match,No results,No results,No match,1.74,540.30604,539.29877,3.257,16122473.97,6,0,,,,No MS2,[M-H]-1,2945955.981,3523493.691,77.70753314,88.4233083,1.196,0.26,0.168014743,0.677218863,5.6,,4.2,,,4.5,5.6,3.5,,4.8,,3.7,5.1,4.1,4.3,,2,,,,5.2,4.8,2.4,4.6,3.6,,,,,,,
